55 12 02 67 C0 52 00 03 FF 08 00 11 84 A0 0A 00 00 53
55 12 02 67 C0 52 00 03 FF 08 00 11 84 A0 0A 00 00 53
55 12 02 67 C0 52 00 03 FF 08 00 11 84 A0 0A 00 00 53
55 12 02 67 C0 52 00 03 FF 08 00 11 84 A0 0A 00 00 53
55 12 02 67 C0 52 00 03 FF 07 00 11 84 A0 0A 00 00 A9
55 12 02 67 C0 52 00 03 FF 07 00 11 84 A0 0A 00 00 A9
55 12 02 67 C0 52 00 03 FF 07 00 11 84 A0 0A 00 00 A9
55 12 02 67 C0 52 00 03 FF 07 00 11 84 A0 0A 00 00 A9
55 12 02 67 C0 52 00 03 FF 07 00 11 84 A0 0A 00 00 A9
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 06 00 11 84 A0 0A 00 00 EA
55 12 02 67 C0 52 00 03 FF 05 00 11 84 A0 0A 00 00 2F
55 12 02 67 C0 52 00 03 FF 05 00 11 84 A0 0A 00 00 2F
55 12 02 67 C0 52 00 03 FF 05 00 11 84 A0 0A 00 00 2F
55 12 02 67 C0 52 00 03 FF 05 00 11 84 A0 0A 00 00 2F
55 12 02 67 C0 52 00 03 FF 04 00 11 84 A0 0A 00 00 6C
55 12 02 67 C0 52 00 03 FF 05 00 11 84 A0 0A 00 00 2F
55 12 02 67 C0 52 00 03 FF 04 00 91 84 A0 0A 00 00 86
55 12 02 67 C0 52 00 03 FF 42 00 91 84 A0 0A 00 00 5C
